"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"500",60918,"toys","premium",2.7,9,14,12.2,1004
"501",194710,"other","off_brand",4.6,223,21,62.6,2966
"502",33553,"health","off_brand",4.3,2,29,14.3,962
"503",72728,"health","off_brand",2.9,2,35,43.6,1036
"504",105489,"health","off_brand",4.2,10,29,18.1,1118
"505",204001,"health","off_brand",4.5,10,17,50.1,2944
"506",155972,"health","premium",2.7,3,19,29.3,2917
"507",185577,"food","premium",4.8,9,7,21.4,926
"508",165196,"toys","premium",4.7,6,13,46.3,2155
"509",193519,"health","off_brand",3.8,8,15,40,3065
"510",92726,"food","premium",3.6,8,25,79,1060
"511",62391,"health","off_brand",2.7,13,25,14,812
"512",146945,"health","premium",4.5,6,1,21.7,1046
"513",178351,"health","premium",4.7,20,33,58.3,1935
"514",209073,"health","premium",4.3,22,4,55.1,2618
"515",116313,"health","premium",4.5,14,24,5.5,825
"516",62840,"toys","premium",3.4,4,20,29.3,1106
"517",123321,"toys","off_brand",4.1,15,22,87.6,2262
"518",69756,"toys","premium",4.2,7,16,64.8,1115
"519",90112,"health","premium",3.5,10,24,15.7,1159
"520",167998,"other","premium",3.3,5,14,48.4,3229
"521",126024,"toys","off_brand",4.4,10,18,64.5,981
"522",254644,"health","off_brand",4.8,8,22,44.8,3075
"523",140153,"food",NA,4.3,3,17,45.7,1956
"524",219505,"other",NA,4.6,3,27,59.8,3436
"525",160909,"health","off_brand",4.4,13,19,30.2,1905
"526",121399,"other",NA,3.7,16,25,37.9,1493
"527",281350,"food","premium",4.7,12,8,48.6,3106
"528",111402,"other","premium",4.8,8,20,30.2,985
"529",190495,"toys","premium",4.6,3,24,55,2762
"530",167055,"health","premium",4.3,4,17,36.5,2476
"531",93428,"health","off_brand",4.1,2,20,31.3,853
"532",108011,"other","off_brand",2.4,13,8,29,899
"533",74599,"health","premium",4,4,NA,24.3,781
"534",151879,"toys","premium",4.5,7,19,62.2,1729
"535",158787,"health","off_brand",4.2,13,15,73.8,1210
"536",204018,"health","off_brand",4.4,5,10,54.1,2486
"537",130391,"health","premium",3.5,5,NA,68.3,2766
"538",48702,"health","off_brand",3.8,10,27,34.1,365
"539",63645,"health","premium",4.3,3,23,26.7,1028
"540",152132,"other","premium",4,1,11,52,2351
"541",185180,"food","off_brand",4.6,16,18,NA,1319
"542",98869,"toys","premium",4.4,11,26,50.5,1201
"543",119277,"health","premium",3.7,10,32,60.3,1598
"544",132003,"food","off_brand",3.9,5,1,49.2,918
"545",203245,"health","off_brand",4.4,7,20,44.8,2675
"546",157273,"toys","premium",3.9,2,NA,17.5,2380
"547",59953,"health","premium",4,7,21,5,653
"548",232106,"health","off_brand",4.3,5,10,5,2632
"549",170482,"food","off_brand",4.7,8,34,56.4,1157
"550",186163,"health","off_brand",4.4,8,16,30.5,2192
"551",158583,"health","off_brand",2.8,1,22,36.8,3530
"552",101452,"health","off_brand",2.9,10,25,55.9,1050
"553",154401,"toys","premium",3.8,8,19,23.1,2386
"554",158462,"toys","off_brand",3.5,10,22,45.5,2878
"555",146841,"other","off_brand",4.4,5,28,18.6,1001
"556",133010,"health","off_brand",3.7,8,32,75.8,917
"557",253866,"health","off_brand",4.8,5,28,30,3098
"558",186427,"other","off_brand",4.4,2,20,39.5,2638
"559",176899,"food","premium",4.8,1,NA,27.3,2157
"560",209969,"health","off_brand",4.1,14,19,55.3,3717
"561",137674,"toys","off_brand",4.5,6,16,74.7,1436
"562",140064,"health","off_brand",4.6,7,26,56.6,1318
"563",159873,"health","premium",4.8,4,29,16.3,896
"564",96348,"toys","premium",3.5,0,9,35.3,1909
"565",152424,"health","off_brand",4.7,8,24,42.6,1111
"566",200219,"toys","premium",4.1,7,6,82,3650
"567",197036,"health","premium",4.4,1,17,50.8,3128
"568",77841,"health","premium",4,7,NA,49.2,910
"569",191732,"food","off_brand",4.5,8,33,50.1,2431
"570",115092,"toys","off_brand",4.3,2,19,63.7,956
"571",156976,"food",NA,4.1,5,13,44.5,2627
"572",120503,"toys","premium",4.8,6,10,18.8,1157
"573",103581,"toys","premium",3.8,6,23,40.8,1736
"574",123876,"toys","off_brand",4.3,9,15,61.5,1274
"575",108565,"toys","premium",3.8,1,8,28.1,1612
"576",193158,"toys","premium",3.7,5,15,29.1,4804
"577",167410,"health","off_brand",4.8,16,27,27.8,1193
"578",163129,"food","premium",4.3,7,NA,30.6,2418
"579",117285,"toys","off_brand",3.9,1,12,28.7,1615
"580",106650,"toys",NA,4.2,3,16,52.8,1846
"581",74674,"food","premium",3.1,2,11,36.8,1944
"582",96109,"other","premium",4,6,10,26.6,686
"583",156827,"health","off_brand",3.7,8,37,5,2183
"584",236865,"health","off_brand",4,16,19,74,2761
"585",106105,"toys","premium",4.5,1,19,46.1,832
"586",181384,"toys","premium",4,1,6,58.7,3530
"587",158951,"other","off_brand",3.5,14,19,67.7,2010
"588",92426,"food","off_brand",3.7,8,27,33.7,781
"589",173203,"other","premium",4.7,3,20,65.2,2089
"590",133965,"health","off_brand",4.4,10,15,NA,1108
"591",110893,"health","premium",4.4,13,19,21.5,849
"592",225614,"food","off_brand",4.9,3,30,54.2,2884
"593",139970,"toys","off_brand",3.1,2,27,52.1,2767
"594",108731,"health","off_brand",3.4,8,26,55.6,1762
"595",115960,"toys","off_brand",3.1,4,NA,56.3,2090
"596",160369,"toys","off_brand",4.6,9,31,62.6,2561
"597",162189,"health","off_brand",3.5,9,22,62.6,2602
"598",45240,"health","premium",3.5,9,NA,75.6,1012
"599",230348,"toys","off_brand",4.4,14,19,76.8,2594
"600",216237,"health","off_brand",4.3,19,24,59.9,3319
"601",110200,"toys","premium",4.1,17,23,62.9,1651
"602",136326,"health","off_brand",4.3,11,14,68.9,1882
"603",155870,"health","off_brand",4.7,13,NA,78.1,946
"604",82090,"toys","premium",3.5,7,19,38.5,1714
"605",274975,"health","off_brand",4.9,4,21,26.7,3655
"606",97632,"other","premium",3.7,3,4,88.1,1420
"607",96745,"toys","premium",4.8,14,30,33.3,556
"608",199364,"health","off_brand",4.8,0,15,60.4,2808
"609",119166,"health","off_brand",3.9,11,27,58.6,1053
"610",98783,"toys","off_brand",4.3,10,17,20.7,989
"611",163269,"toys","premium",4.2,3,26,72.8,3114
"612",89813,"toys","premium",4.1,4,18,88.2,975
"613",175867,"other","off_brand",4.7,3,10,55.6,1927
"614",158451,"food","premium",4.1,6,17,43.5,2226
"615",101781,"health","premium",4.5,14,20,83,1918
"616",218013,"health","premium",4.4,18,17,21,3305
"617",200338,"food","off_brand",4.7,6,24,55.3,1819
"618",153736,"other","off_brand",4.4,9,22,43.3,1963
"619",107857,"toys","premium",4.1,6,24,58,973
"620",178899,"health","off_brand",4.8,3,20,16.8,2120
"621",176962,"toys","off_brand",4.4,7,20,93.2,1323
"622",188695,"toys","premium",4.2,7,15,60.9,2822
"623",146678,"food","off_brand",4.6,12,16,24.1,702
"624",166222,"other","premium",4.6,18,31,30.8,863
"625",77255,"health","premium",3.5,2,14,67.8,828
"626",37902,"toys","premium",4.1,6,16,34.2,796
"627",185186,"health","off_brand",4.7,1,13,NA,1873
"628",179443,"food","off_brand",4.1,8,NA,31,2279
"629",167897,"health","off_brand",3.6,10,29,40,2961
"630",57480,"toys","off_brand",3.7,5,12,64.4,903
"631",184854,"food","off_brand",4.9,4,9,104.5,1309
"632",145016,"health","premium",4.3,10,15,25.7,1141
"633",252215,"health","off_brand",4.5,9,1,33.9,2758
"634",120380,"toys","off_brand",4.4,3,15,46.9,1258
"635",84763,"toys","premium",3.7,6,11,50.5,963
"636",185385,"other","off_brand",3.5,7,17,24.7,2686
"637",240618,"food","off_brand",4.7,2,27,82.7,2558
"638",238988,"health","off_brand",4.9,7,27,46.9,2524
"639",105632,"health","off_brand",2.6,8,NA,5,1579
"640",97286,"toys","off_brand",4.2,8,22,39.5,621
"641",144578,"health","off_brand",4.2,5,34,62.6,901
"642",189776,"health","off_brand",3.2,11,21,49.2,2488
"643",161801,"toys","premium",3.9,2,15,44,2842
"644",188444,"other","off_brand",3.7,6,16,63.1,3191
"645",136055,"health",NA,3.5,7,23,5,3105
"646",174039,"toys","premium",4.5,10,14,76.5,2165
"647",112894,"health","premium",4.2,13,10,19.3,1579
"648",188657,"toys","off_brand",4.4,4,10,57.8,2630
"649",173824,"toys","off_brand",2.9,8,26,66.6,3718
"650",177170,"health","premium",4.5,6,21,23.8,2261
"651",151894,"food","premium",4.6,13,11,18.5,738
"652",205038,"health","off_brand",4.3,8,2,42.9,3551
"653",124173,"toys","premium",3.4,12,22,44.4,2639
"654",179571,"health","off_brand",4.5,5,20,59.7,2131
"655",123634,"health","off_brand",4.4,18,8,35.3,853
"656",160825,"health","off_brand",4.4,13,16,61.5,1083
"657",114212,"toys","off_brand",4.4,10,6,29.9,811
"658",130077,"health","off_brand",4.2,13,22,36,727
"659",74012,"health","off_brand",3.1,15,20,76.1,751
"660",169928,"toys","premium",4.6,13,21,37.8,1077
"661",113068,"toys","off_brand",4.2,10,22,86.7,582
"662",98069,"toys","off_brand",2,8,25,90.7,1085
"663",170953,"health","premium",4.8,8,22,32.6,2019
"664",82693,"health","off_brand",4.2,14,10,80.3,661
"665",107051,"food","premium",1.7,12,NA,53.1,932
"666",226509,"toys","off_brand",4.7,6,27,37.9,2950
"667",105008,"other","off_brand",4.4,5,18,18.5,954
"668",77434,"toys","off_brand",4.6,2,13,47.8,1209
"669",220224,"health","premium",4.6,4,20,65.7,3548
"670",126722,"health","premium",4,3,8,12.5,1671
"671",216482,"food","off_brand",4.6,16,9,24.3,1476
"672",161767,"toys","off_brand",4.4,8,23,73.1,2343
"673",201653,"other",NA,4.2,15,NA,38.2,3379
"674",202892,"health",NA,4.7,15,NA,5,2036
"675",100041,"toys","off_brand",3.9,2,27,31.8,2227
"676",115626,"health","off_brand",4.6,1,22,45.8,1168
"677",126603,"toys","off_brand",3.4,10,5,74.5,2140
"678",153890,"toys","off_brand",3.8,2,NA,54.3,3502
"679",174638,"health","premium",4.3,5,NA,40.1,2910
"680",124204,"health","off_brand",4.6,5,4,28.5,1045
"681",106148,"toys","premium",3.9,2,10,52,2292
"682",236182,"food","premium",4.7,10,18,30.4,2402
"683",121837,"health","off_brand",4.1,5,15,81,866
"684",141812,"health","premium",4.9,8,23,21.4,1316
"685",175404,"toys","premium",4.5,4,20,26.7,3337
"686",218953,"health","off_brand",4.9,7,12,9.5,2473
"687",215456,"other","off_brand",4.7,4,17,27,2805
"688",212252,"toys","off_brand",4.8,8,18,85.8,2319
"689",205228,"health","off_brand",3.6,9,18,45.6,3434
"690",102447,"toys","off_brand",4.3,7,24,58,1584
"691",106754,"health","premium",4,14,27,5,1081
"692",238564,"toys","off_brand",4.2,14,19,72.5,3369
"693",183613,"toys","premium",4.3,8,30,81.8,2581
"694",243280,"toys","premium",4.3,5,9,89,4168
"695",172858,"toys","premium",4.4,12,31,31.6,2428
"696",157615,"other","premium",3.6,9,3,53.9,3403
"697",61316,"health","premium",4.1,7,25,34.8,1005
"698",108829,"food","off_brand",3.6,5,30,70.8,998
"699",173889,"health",NA,2.6,17,22,NA,2727
"700",176794,"toys","premium",3.7,13,22,53.8,2950
"701",90018,"health","premium",3.9,13,29,38.8,1085
"702",142552,"toys","premium",3.9,3,23,39.9,3413
"703",138834,"other","off_brand",2.6,9,25,39.5,1943
"704",153982,"health","premium",4.1,12,17,60.9,1656
"705",26869,"toys","premium",2.7,5,22,30,599
"706",87973,"health","off_brand",4.1,2,16,63.4,780
"707",137208,"other","off_brand",4.3,11,1,71.6,1221
"708",121921,"health","off_brand",4.4,6,NA,24.2,2357
"709",209632,"health","premium",4.9,14,19,31.4,1939
"710",141694,"toys","premium",4.2,6,21,38.4,3166
"711",174715,"toys","off_brand",4.7,7,20,88.5,1901
"712",119572,"toys","premium",3.7,9,30,53.4,2659
"713",238597,"food","off_brand",4.1,20,27,57.1,2719
"714",47735,"toys","premium",3.4,8,24,48.8,902
"715",190787,"toys",NA,4.2,16,28,54.7,1699
"716",261299,"health","off_brand",4.5,12,19,44.8,3216
"717",108579,"other","premium",4.6,4,31,59,940
"718",156064,"toys","premium",4.1,12,25,26.9,2737
"719",113491,"toys","off_brand",4.2,7,18,83.1,1623
"720",61953,"health","off_brand",3.6,8,19,58,916
"721",144871,"food","off_brand",4.3,13,18,6.7,1387
"722",146293,"health","off_brand",4.5,5,11,36.4,1235
"723",192073,"health",NA,4.1,3,11,57.8,3048
"724",190408,"food","off_brand",4.4,4,10,37.3,2464
"725",217381,"toys",NA,4.6,21,26,45.4,2759
"726",140282,"toys","off_brand",3.2,14,20,58.6,2321
"727",172148,"toys","off_brand",4.6,24,NA,47.4,1053
"728",184365,"health","premium",4.4,10,17,53,1615
"729",180657,"toys","off_brand",4.4,6,12,60.4,2850
"730",93478,"health","premium",3.8,5,8,52.1,947
"731",196153,"toys","premium",4,21,26,39.8,3438
"732",176058,"toys","premium",4.2,11,22,57.5,3067
"733",143214,"health","premium",4.1,11,20,NA,1735
"734",81811,"toys","premium",4.2,10,20,73.9,882
"735",149458,"health","off_brand",4.8,3,15,81.5,977
"736",163891,"health","premium",4.3,10,25,29.1,2235
"737",140906,"toys","premium",3.5,212,21,92.1,2734
"738",44614,"other","off_brand",3.2,12,32,46.4,691
"739",141102,"health","off_brand",4.4,4,29,12,1832
"740",91023,"health","off_brand",4.4,7,15,85.4,1069
"741",155784,"health","off_brand",4.6,9,19,78.4,1016
"742",182502,"toys","off_brand",4.5,6,18,50.5,2253
"743",72083,"toys","premium",3.5,7,21,62.7,943
"744",60604,"toys","premium",3.3,8,26,31.4,749
"745",209389,"toys","off_brand",4.6,9,12,48.5,3029
"746",108126,"health","premium",4.2,9,18,22.6,900
"747",100929,"toys","premium",4.7,1,28,72.7,1715
"748",258868,"health","off_brand",4.8,11,30,39.2,3287
"749",154306,"health","premium",3.3,8,15,28,3566
"750",110844,"health",NA,3.5,11,NA,NA,1835
"751",139502,"health","premium",4.5,8,32,72.2,2091
"752",174271,"other","off_brand",4,8,25,53.8,2946
"753",198162,"food","off_brand",4.9,6,30,69.7,1046
"754",208139,"health","off_brand",4.8,16,25,NA,2124
"755",160410,"other","off_brand",4.4,1,23,69,2704
"756",53523,"health","off_brand",2.9,6,23,83.8,1117
"757",152470,"health","premium",4.3,2,16,55.5,1835
"758",134928,"other","premium",4.8,4,21,61.2,1046
"759",149094,"other","off_brand",2.6,17,8,5.9,2152
"760",158407,"health","premium",3.9,14,22,26.6,2968
"761",233179,"food","off_brand",4.3,13,22,43.4,2786
"762",48021,"toys","premium",3.6,6,22,59.7,1344
"763",108640,"toys","premium",4.4,5,23,61.9,805
"764",82549,"toys","off_brand",3.5,2,27,64.8,1706
"765",201258,"health","off_brand",4.7,15,29,45.7,1115
"766",161792,"food","premium",4.8,1,18,26.1,2173
"767",144661,"other","off_brand",4.3,11,12,54.2,2014
"768",124855,"food","premium",4.4,5,25,5,952
"769",135172,"food","premium",4.5,12,26,30.4,1447
"770",103479,"toys","premium",4.4,23,22,33.7,854
"771",95818,"other","off_brand",3.8,10,26,55.4,886
"772",186273,"toys","off_brand",4.7,6,26,77.1,2132
"773",79891,"toys","premium",3.7,207,14,38,1097
"774",158563,"other","premium",3.7,5,16,23.1,2645
"775",113182,"health","off_brand",3.8,2,16,NA,1963
"776",149780,"health","premium",4.3,9,17,77.6,1191
"777",103627,"health","off_brand",4.4,7,22,33.6,760
"778",158911,"health","off_brand",4.1,11,12,10.9,1614
"779",193035,"other","off_brand",4.5,14,24,32.1,2315
"780",80745,"toys","off_brand",4,16,27,42.8,1303
"781",223995,"health","off_brand",4.8,5,14,55.3,2266
"782",87386,"toys","off_brand",3.9,4,17,5,2463
"783",169237,"health","off_brand",4.8,11,31,45.8,777
"784",184447,"health","off_brand",3.9,12,NA,40.3,2602
"785",215338,"health","off_brand",4.5,17,18,50.5,2643
"786",163062,"toys","off_brand",4.6,2,24,69.6,1345
"787",224991,"toys","premium",4.2,24,32,42.8,3054
"788",190227,"food","premium",4.6,10,9,54.4,835
"789",150142,"food","premium",3.8,4,30,18.7,2306
"790",249646,"toys","premium",4.8,13,20,6.7,3587
"791",201214,"health","premium",4.4,30,19,27.9,2797
"792",137150,"health","premium",4.3,12,18,41.4,1069
"793",143296,"toys","off_brand",4.4,8,16,89.6,1664
"794",120929,"toys","off_brand",4.5,6,25,67.4,702
"795",132360,"food","premium",4.6,4,23,50.9,871
"796",190624,"health","off_brand",3.9,17,28,54.6,3800
"797",269336,"health","off_brand",4.8,11,24,39.3,3572
"798",179866,"food","off_brand",4.8,11,15,38.2,1210
"799",162907,"toys","premium",4,4,30,54.2,2744
"800",62725,"health","premium",4,5,23,9.5,798
"801",143934,"toys","off_brand",4,7,17,66.5,2155
"802",108372,"health","off_brand",4.3,3,9,22.8,454
"803",87308,"other",NA,3.9,5,19,33.6,944
"804",162368,"health","premium",4.5,1,19,34.4,2699
"805",88714,"toys","premium",4,3,12,44,895
"806",178842,"food","premium",4.8,8,25,42.4,1062
"807",174415,"health","off_brand",4.6,9,23,63.1,2412
"808",152966,"toys","premium",4.5,13,25,70.3,2014
"809",280625,"food","off_brand",4.8,11,15,50.5,3102
"810",143454,"health","premium",4.7,7,14,NA,868
"811",115933,"toys","premium",4.1,10,12,53.8,1041
"812",129959,"health","premium",3.1,1,9,27.3,3291
"813",157009,"health","off_brand",4.6,14,11,26.6,894
"814",162576,"health","off_brand",4.8,8,12,23.1,646
"815",102059,"health","off_brand",3.8,15,27,45.6,1000
"816",189055,"health","premium",4.3,5,21,45.7,2376
"817",208958,"toys","premium",3.3,24,11,72.1,2828
"818",89917,"toys","premium",4,4,13,42,1258
"819",101043,"health","off_brand",4.3,9,21,50.6,777
"820",207101,"toys","off_brand",4.4,8,13,45.7,3074
"821",154931,"toys","off_brand",3,10,15,69.1,2358
"822",269134,"health",NA,4.5,1,28,41.1,4246
"823",97355,"toys","off_brand",4.6,13,29,97.3,921
"824",143262,"toys","off_brand",4.1,4,25,38.5,2493
"825",123302,"health","off_brand",3.8,12,24,63.2,2186
"826",142942,"food","off_brand",3.9,10,NA,45.3,1505
"827",110324,"health","off_brand",4.7,13,11,95.8,1043
"828",67223,"health","off_brand",3.6,11,22,22.3,811
"829",192532,"health","off_brand",4.7,3,20,66.3,2195
"830",144480,"toys","off_brand",4.8,18,16,61.4,721
"831",196671,"toys","off_brand",4.6,9,25,53.6,2584
"832",164691,"food","off_brand",3.9,9,28,34.7,2510
"833",204036,"toys","premium",4.6,23,23,72.4,2310
"834",48918,"toys","off_brand",3,4,25,82.8,1573
"835",88095,"toys","off_brand",4.2,16,23,67.4,488
"836",78887,"health","premium",4.1,5,15,75.7,815
"837",121905,"health","off_brand",4,4,18,47.2,2108
"838",151350,"health","off_brand",4.7,6,NA,82.7,922
"839",155434,"health","off_brand",4.5,4,18,41.8,1538
"840",154051,"health","off_brand",4.4,13,18,19.9,1021
"841",185388,"toys","premium",4.4,7,7,12,2391
"842",146647,"health","off_brand",4.3,2,22,37.5,1133
"843",67648,"health","off_brand",3.5,12,33,42.3,852
"844",50361,"health","premium",3.3,9,16,30.8,906
"845",134915,"health","premium",3.5,5,32,5,3442
"846",193557,"health","off_brand",4.6,5,20,18.3,2824
"847",166849,"health","off_brand",4.4,10,22,26.3,1262
"848",122895,"health","off_brand",3.1,3,1,51.4,2095
"849",224236,"health","premium",4.5,17,19,21.9,2777
"850",187271,"toys","off_brand",4.4,15,10,56,2142
"851",189820,"health","off_brand",4.5,9,15,29.6,996
"852",121664,"toys","off_brand",4.4,1,18,83.7,1026
"853",112003,"toys",NA,4.1,12,19,66,1717
"854",176587,"food","premium",4.1,16,30,52.3,2474
"855",216195,"other","premium",4.9,9,13,51.3,2750
"856",99441,"health","off_brand",3.4,1,19,51.9,1787
"857",197629,"health","off_brand",4.4,13,9,27.4,1391
"858",70256,"other","premium",3.4,9,9,45.2,942
"859",141206,"other","off_brand",4.5,3,21,80.5,1068
"860",115322,"health","off_brand",3.7,2,17,26.7,1869
"861",123044,"other","off_brand",3.4,4,18,42.2,1829
"862",111540,"other","off_brand",4.1,11,26,63.2,673
"863",136929,"toys","premium",4,8,15,78.7,2947
"864",78006,"health","premium",3.9,2,37,46.3,731
"865",189171,"toys","off_brand",4.7,2,28,76,2437
"866",81989,"health","premium",3.8,9,6,22.5,925
"867",181671,"food","off_brand",4.6,29,17,88.7,744
"868",165506,"toys","off_brand",3.8,15,15,43.6,2663
"869",104169,"toys","premium",3.9,2,22,106.7,1322
"870",164646,"toys","off_brand",4.5,3,13,36,2185
"871",118595,"health","off_brand",3,4,27,63.3,2196
"872",206057,"food","off_brand",4.2,5,NA,41.3,2661
"873",193683,"health","off_brand",4.7,12,NA,17.5,2122
"874",125489,"health",NA,4.5,4,24,NA,1229
"875",78963,"food","premium",3.4,3,12,30.8,1100
"876",57132,"toys","off_brand",3.4,4,22,85,1039
"877",170700,"food","off_brand",3.9,18,24,70.9,1263
"878",219142,"health","off_brand",4.2,10,18,78.6,2502
"879",97405,"other","premium",3.9,6,5,5,789
"880",174122,"other","off_brand",3.6,12,20,43.7,2967
"881",152596,"food","off_brand",2.9,9,NA,58,2133
"882",230453,"other","off_brand",4.2,23,8,41.3,3096
"883",64467,"other",NA,3.9,5,13,43.1,1174
"884",130137,"health",NA,3.8,2,12,12.4,1684
"885",196931,"health","off_brand",4.1,5,1,58.1,2035
"886",88931,"other","premium",4,14,39,27.1,820
"887",84240,"toys","premium",3.7,7,25,49.6,2439
"888",61468,"other","off_brand",3.5,2,20,36.2,1012
"889",76253,"other","off_brand",3.3,16,25,29.6,766
"890",171326,"food","off_brand",4,6,26,49.3,2695
"891",87658,"toys","premium",4.6,3,20,103,687
"892",144431,"toys","off_brand",3.7,9,21,85.4,3028
"893",179479,"other","off_brand",4.7,8,21,48.9,3021
"894",199152,"toys","premium",4.5,6,20,38.8,2565
"895",165344,"toys","off_brand",4.3,1,16,61.1,2899
"896",77556,"food","off_brand",3.5,2,30,55.3,914
"897",223933,"food","off_brand",4.6,7,16,60.5,2303
"898",220723,"food","premium",3.7,12,31,53.8,2673
"899",91580,"health","off_brand",3.6,5,29,55.9,821
"900",119285,"toys","premium",4.3,11,28,71.1,1483
"901",182120,"toys","off_brand",4.7,14,6,71.2,1014
"902",186480,"toys",NA,4.5,2,24,50.1,2961
"903",135113,"health","off_brand",4,16,30,55.2,1266
"904",103062,"toys","premium",4,2,24,42.2,2210
"905",135331,"toys","off_brand",3.5,3,33,37.6,2841
"906",199154,"other","off_brand",4.5,2,24,NA,2918
"907",128218,"toys","premium",3.5,8,14,67.6,2978
"908",127039,"toys","off_brand",3.4,18,19,38.1,974
"909",224835,"other","premium",4.2,8,21,38.7,3574
"910",95445,"health","off_brand",4.3,6,25,31.2,739
"911",127692,"health","off_brand",4.3,11,30,49.8,1240
"912",185277,"toys","off_brand",4.3,6,7,83.7,2156
"913",97852,"toys","premium",4.4,7,19,7.5,877
"914",143634,"health","off_brand",3.4,8,14,16.4,2139
"915",202097,"toys","off_brand",4,17,17,63.9,3023
"916",120421,"other","off_brand",4.5,10,16,54.3,1045
"917",138790,"food","premium",4.9,10,37,38.4,792
"918",118160,"toys","premium",3.5,7,NA,47.7,2818
"919",198436,"toys","off_brand",4.5,16,14,50.7,2829
"920",209656,"toys","premium",4.9,11,13,41,1894
"921",210498,"food","premium",4.4,10,9,NA,2574
"922",162592,"health","off_brand",4.4,9,14,57.1,1643
"923",103353,"food","premium",4.2,10,17,35,1060
"924",164141,"health","off_brand",4.8,17,19,36.5,901
"925",141724,"health","off_brand",4.3,8,11,22.4,738
"926",182692,"toys","off_brand",3.3,4,15,60.1,3378
"927",145326,"health","off_brand",3.8,8,30,52.9,2337
"928",112920,"toys","off_brand",4.3,18,22,48.8,772
"929",103371,"other","off_brand",3.6,4,24,55.7,1976
"930",312278,"food","premium",4.6,19,5,51.9,4021
"931",161608,"other","premium",4.6,14,32,16.1,1136
"932",120713,"health","premium",4.7,4,14,40.7,1045
"933",151415,"health","off_brand",3.8,10,25,41.2,2234
"934",32106,"toys","off_brand",2.8,3,24,41.6,948
"935",189658,"other","off_brand",4.5,17,16,42.6,1644
"936",277803,"health","off_brand",4.5,24,13,63.4,3961
"937",110016,"toys","off_brand",3.6,6,15,94.7,2364
"938",247789,"toys","premium",4.9,9,14,31.6,2446
"939",180074,"health","off_brand",4.2,5,11,18.9,2857
"940",100698,"other","off_brand",4.3,7,21,64.2,973
"941",184940,"other","off_brand",3.8,4,26,53.8,3856
"942",108805,"health","off_brand",3.9,14,24,34.7,1919
"943",179426,"health",NA,4.3,4,NA,34.1,2734
"944",124998,"health","premium",3.8,11,17,5,1873
"945",129691,"health","premium",4,1,24,20.1,2589
"946",134860,"toys","off_brand",4,15,10,50.2,2055
"947",108514,"health","premium",4.2,15,21,23.8,768
"948",156968,"health","off_brand",4.4,5,32,45.3,2382
"949",143283,"toys","off_brand",2.9,11,24,39.3,2840
"950",198133,"health","off_brand",4.7,10,17,51,2060
"951",162431,"health","off_brand",4.5,2,20,40.3,2044
"952",175026,"toys","premium",4.6,4,20,55.5,3349
"953",171264,"other","off_brand",4.6,3,18,47.1,1231
"954",95656,"food","off_brand",4,5,27,43.4,810
"955",186774,"food","off_brand",4.9,11,4,17.8,751
"956",54119,"food","off_brand",3.4,5,19,59.5,566
"957",142349,"other","off_brand",4.6,18,19,41.3,748
"958",135531,"toys","off_brand",4.2,1,13,30.9,2995
"959",156264,"toys","off_brand",3.9,10,34,73.8,2353
"960",139723,"toys","premium",4.7,14,18,70.7,1188
"961",85135,"health",NA,4,12,10,11.5,1279
"962",124730,"health","premium",4.1,2,16,54.1,1674
"963",110345,"food",NA,3.8,5,20,54.5,994
"964",102050,"other","off_brand",4.4,8,16,5,805
"965",149536,"health","premium",3.7,2,18,86,2872
"966",155191,"toys","off_brand",4.8,2,29,80.5,1175
"967",168460,"food","off_brand",4.3,9,19,58.1,1126
"968",115673,"toys","premium",4.5,1,15,36.5,1018
"969",99505,"toys","premium",4.3,8,11,60,1194
"970",163613,"health","off_brand",3.9,5,20,71.5,2679
"971",155135,"health","off_brand",4.1,5,19,33.3,2163
"972",79576,"food","premium",2.9,9,19,42.2,1266
"973",172548,"toys","off_brand",4.5,5,16,63.9,2826
"974",70107,"health",NA,3.7,6,30,6.5,1061
"975",126196,"health","premium",4.8,5,20,38.8,740
"976",181837,"health","off_brand",4.6,5,24,44.1,2440
"977",136258,"other","off_brand",4.7,14,19,47.1,782
"978",268884,"health",NA,4.9,15,NA,30.6,3192
"979",175043,"health","off_brand",4,1,29,26,2569
"980",194573,"toys","premium",4.7,1,23,45.8,3108
"981",142953,"health","off_brand",4.7,4,28,NA,1138
"982",129559,"health","premium",4.8,3,25,50.4,1172
"983",167606,"toys","off_brand",3.3,4,25,61.1,4026
"984",212466,"toys","premium",4.6,3,29,59.1,2739
"985",107258,"health",NA,4.4,7,14,37.3,1033
"986",72130,"other","off_brand",3.9,3,NA,78.9,1331
"987",157304,"other","premium",3,9,5,51.8,3114
"988",198560,"toys","premium",4.4,5,23,56.9,3295
"989",172311,"health","off_brand",4.3,11,20,75.9,2176
"990",215560,"other","off_brand",3.7,19,27,79.7,3774
"991",136023,"toys","off_brand",4.4,15,16,24.7,782
"992",112781,"food","off_brand",3.6,2,NA,26.9,1140
"993",187436,"toys","premium",4.3,6,15,46.9,3311
"994",207130,"toys","off_brand",4.8,4,19,NA,2578
"995",137924,"toys","off_brand",4.3,15,18,92.5,952
"996",98800,"health","off_brand",4.4,3,15,74.4,857
"997",117186,"health","premium",4.3,12,11,12.9,1681
"998",169411,"health","premium",4.4,10,11,56.1,2859
"999",99205,"toys","off_brand",4.6,1,11,44.9,983
