transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
1480,06/09/2023,14:22:31,4,1,Amsterdam,3.75,Bakery,Sandwich
1481,06/09/2023,12:34:59,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1482,06/09/2023,15:15:08,3,1,Amsterdam,3.25,Tea,Chai tea
1483,06/08/2023,08:38:38,1,1,Amsterdam,3.0,Bakery,Scone
1484,06/05/2023,08:37:36,1,3,Breda,4.5,Chocolate,Hot chocolate
1485,06/08/2023,17:04:57,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1486,06/09/2023,15:56:50,1,3,Breda,3.5,Tea,Herbal tea
1487,06/11/2023,12:18:40,2,3,Breda,3.5,Tea,Herbal tea
1488,06/08/2023,10:48:22,2,2,Groningen,3.75,Bakery,Sandwich
1489,06/10/2023,09:26:43,4,3,Breda,6.3,Coffee,Organic blended coffee
1490,06/09/2023,09:37:02,1,2,Groningen,6.3,Coffee,Organic blended coffee
1491,06/11/2023,09:15:15,4,1,Amsterdam,2.0,Coffee,Black coffee
1492,06/10/2023,09:00:45,2,3,Breda,6.3,Coffee,Organic blended coffee
1493,06/10/2023,17:27:50,2,2,Groningen,3.75,Bakery,Sandwich
1494,06/09/2023,19:08:33,2,3,Breda,3.15,Tea,Green tea
1495,06/10/2023,11:00:39,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1496,06/09/2023,16:35:00,2,2,Groningen,3.75,Bakery,Sandwich
1497,06/11/2023,07:33:24,3,3,Breda,4.5,Chocolate,Hot chocolate
1498,06/08/2023,11:45:01,2,2,Groningen,3.5,Bakery,Pie
1499,06/11/2023,10:18:26,2,1,Amsterdam,3.5,Bakery,Pie
1500,06/09/2023,08:21:25,2,2,Groningen,4.5,Chocolate,Hot chocolate
1501,06/10/2023,10:52:34,2,2,Groningen,3.5,Coffee,Milk coffee
1502,06/08/2023,11:20:45,3,2,Groningen,3.15,Tea,Green tea
1503,06/11/2023,13:25:11,2,1,Amsterdam,3.75,Bakery,Sandwich
1504,06/09/2023,10:56:05,3,1,Amsterdam,6.3,Coffee,Organic blended coffee
1505,06/05/2023,19:44:08,1,2,Groningen,6.3,Coffee,Organic blended coffee
1506,06/10/2023,12:19:29,1,3,Breda,4.5,Chocolate,Hot chocolate
1507,06/06/2023,09:39:43,2,2,Groningen,4.5,Chocolate,Hot chocolate
1508,06/11/2023,08:57:53,1,2,Groningen,4.5,Chocolate,Hot chocolate
1509,06/07/2023,11:08:22,2,2,Groningen,3.5,Tea,Herbal tea
1510,06/11/2023,08:38:47,1,3,Breda,2.0,Coffee,Black coffee
1511,06/10/2023,09:59:53,1,3,Breda,4.5,Chocolate,Hot chocolate
1512,06/09/2023,11:35:35,1,1,Amsterdam,3.75,Bakery,Sandwich
1513,06/09/2023,10:10:44,2,3,Breda,4.5,Chocolate,Hot chocolate
1514,06/10/2023,15:38:59,2,2,Groningen,3.5,Tea,Herbal tea
1515,06/09/2023,09:58:25,3,2,Groningen,3.5,Coffee,Milk coffee
1516,06/07/2023,08:12:10,3,3,Breda,4.25,Coffee,Syrup coffee
1517,06/07/2023,07:26:14,2,1,Amsterdam,3.0,Tea,Black tea
1518,06/08/2023,08:46:00,3,3,Breda,3.0,Tea,Black tea
1519,06/11/2023,11:44:48,2,2,Groningen,3.5,Tea,Herbal tea
1520,06/09/2023,11:06:11,2,1,Amsterdam,3.75,Bakery,Sandwich
1521,06/07/2023,12:02:51,1,1,Amsterdam,3.5,Tea,Herbal tea
1522,06/08/2023,11:04:41,5,2,Groningen,3.15,Tea,Green tea
1523,06/09/2023,10:25:23,1,2,Groningen,6.3,Coffee,Organic blended coffee
1524,06/11/2023,06:26:45,1,2,Groningen,3.0,Bakery,Scone
1525,06/11/2023,18:56:01,2,3,Breda,3.5,Coffee,Milk coffee
1526,06/06/2023,09:36:57,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
1527,06/07/2023,10:39:22,2,3,Breda,3.15,Tea,Green tea
1528,06/08/2023,09:34:58,2,2,Groningen,4.5,Chocolate,Hot chocolate
1529,06/08/2023,09:15:44,1,3,Breda,3.5,Coffee,Milk coffee
1530,06/09/2023,12:20:45,2,3,Breda,3.75,Bakery,Sandwich
1531,06/07/2023,08:38:25,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1532,06/11/2023,17:01:38,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1533,06/07/2023,19:27:25,2,2,Groningen,4.5,Chocolate,Hot chocolate
1534,06/05/2023,12:42:00,2,3,Breda,3.0,Tea,Black tea
1535,06/07/2023,,1,2,Groningen,3.0,Tea,Black tea
1536,06/06/2023,08:58:43,5,2,Groningen,3.0,Bakery,Scone
1537,06/07/2023,16:20:30,1,1,Amsterdam,2.0,Coffee,Black coffee
1538,06/05/2023,17:17:03,1,2,Groningen,3.5,Bakery,Pie
1539,06/10/2023,07:23:06,1,1,Amsterdam,3.15,Tea,Green tea
1540,06/09/2023,11:22:45,4,1,Amsterdam,2.0,Coffee,Black coffee
1541,06/11/2023,17:40:05,1,1,Amsterdam,3.0,Bakery,Scone
1542,06/07/2023,08:37:35,2,3,Breda,6.3,Coffee,Organic blended coffee
1543,06/11/2023,08:21:25,5,3,Breda,3.15,Tea,Green tea
1544,06/09/2023,18:21:02,2,2,Groningen,4.5,Chocolate,Hot chocolate
1545,06/11/2023,16:14:45,2,2,Groningen,3.5,Coffee,Milk coffee
1546,06/05/2023,10:40:44,2,1,Amsterdam,3.75,Bakery,Sandwich
1547,06/10/2023,16:54:30,2,3,Breda,4.25,Coffee,Syrup coffee
1548,06/10/2023,14:20:40,1,3,Breda,3.5,Bakery,Pie
1549,06/09/2023,16:00:35,2,2,Groningen,3.0,Tea,Black tea
1550,06/11/2023,13:29:14,2,2,Groningen,3.0,Tea,Black tea
1551,06/11/2023,14:25:09,2,3,Breda,4.5,Chocolate,Hot chocolate
1552,06/06/2023,09:25:04,1,3,Breda,3.15,Tea,Green tea
1553,06/10/2023,15:50:20,2,2,Groningen,4.5,Chocolate,Hot chocolate
1554,06/11/2023,11:04:50,2,2,Groningen,3.75,Bakery,Sandwich
1555,06/08/2023,11:27:18,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1556,06/07/2023,09:36:57,1,3,Breda,3.0,Bakery,Scone
1557,06/07/2023,08:41:20,2,2,Groningen,3.0,Tea,Black tea
1558,06/05/2023,11:44:27,6,2,Groningen,4.5,Chocolate,Hot chocolate
1559,06/08/2023,07:27:35,1,3,Breda,4.5,Chocolate,Hot chocolate
1560,06/09/2023,10:07:59,3,3,Breda,3.5,Bakery,Pie
1561,06/11/2023,09:25:00,1,2,Groningen,3.25,Tea,Chai tea
1562,06/11/2023,13:10:38,1,2,Groningen,3.5,Bakery,Pie
1563,06/11/2023,11:04:44,4,2,Groningen,3.0,Tea,Black tea
1564,06/08/2023,11:33:19,2,3,Breda,4.5,Chocolate,Hot chocolate
1565,06/06/2023,08:33:43,1,1,Amsterdam,3.5,Coffee,Milk coffee
1566,06/11/2023,11:55:48,3,2,Groningen,3.5,Coffee,Milk coffee
1567,06/10/2023,19:23:55,5,1,Amsterdam,4.5,Chocolate,Hot chocolate
1568,06/08/2023,16:00:46,2,2,Groningen,4.5,Chocolate,Hot chocolate
1569,06/11/2023,10:26:18,4,3,Breda,3.15,Tea,Green tea
1570,06/05/2023,08:10:05,2,1,Amsterdam,3.5,Bakery,Pie
1571,06/05/2023,09:40:21,1,3,Breda,3.25,Tea,Chai tea
1572,06/07/2023,10:03:31,1,2,Groningen,4.5,Chocolate,Hot chocolate
1573,06/10/2023,16:31:27,1,3,Breda,3.15,Tea,Green tea
1574,06/09/2023,13:46:34,1,1,Amsterdam,3.0,Tea,Black tea
1575,06/11/2023,08:30:40,1,3,Breda,3.5,Bakery,Pie
1576,06/11/2023,16:15:19,3,1,Amsterdam,3.5,Tea,Herbal tea
1577,06/07/2023,17:25:30,2,2,Groningen,4.5,Chocolate,Hot chocolate
1578,06/06/2023,08:54:20,1,2,Groningen,2.0,Coffee,Black coffee
1579,06/05/2023,09:23:33,1,2,Groningen,3.5,Bakery,Pie
1580,06/11/2023,11:31:32,2,2,Groningen,4.5,Chocolate,Hot chocolate
1581,06/11/2023,09:23:19,2,3,Breda,6.3,Coffee,Organic blended coffee
1582,06/09/2023,10:36:37,4,3,Breda,3.75,Bakery,Sandwich
1583,06/09/2023,08:11:22,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1584,06/11/2023,12:47:33,1,3,Breda,3.15,Tea,Green tea
1585,06/11/2023,10:15:17,2,3,Breda,3.75,Bakery,Sandwich
1586,06/09/2023,11:13:23,1,2,Groningen,3.0,Bakery,Scone
1587,06/09/2023,08:59:30,1,3,Breda,6.3,Coffee,Organic blended coffee
1588,06/08/2023,12:40:25,1,3,Breda,4.5,Chocolate,Hot chocolate
1589,06/11/2023,,1,2,Groningen,2.0,Coffee,Black coffee
1590,06/10/2023,09:57:03,2,1,Amsterdam,3.0,Bakery,Scone
1591,06/09/2023,13:02:30,1,3,Breda,6.3,Coffee,Organic blended coffee
1592,06/10/2023,08:12:07,5,3,Breda,4.5,Chocolate,Hot chocolate
1593,06/10/2023,15:26:51,2,3,Breda,3.5,Coffee,Milk coffee
1594,06/11/2023,16:07:34,2,2,Groningen,4.25,Coffee,Syrup coffee
1595,06/09/2023,18:24:51,2,3,Breda,3.15,Tea,Green tea
1596,06/10/2023,15:19:20,2,2,Groningen,4.25,Coffee,Syrup coffee
1597,06/09/2023,15:04:10,2,2,Groningen,3.25,Tea,Chai tea
1598,06/10/2023,09:16:16,1,1,Amsterdam,3.5,Bakery,Pie
1599,06/10/2023,09:35:06,2,2,Groningen,3.5,Coffee,Milk coffee
1600,06/08/2023,06:28:25,3,3,Breda,4.25,Coffee,Syrup coffee
1601,06/11/2023,10:31:15,5,3,Breda,3.5,Bakery,Pie
1602,06/09/2023,09:40:58,3,3,Breda,4.5,Chocolate,Hot chocolate
1603,06/08/2023,14:52:11,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1604,06/11/2023,19:56:30,2,2,Groningen,2.0,Coffee,Black coffee
1605,06/07/2023,19:04:30,1,3,Breda,4.25,Coffee,Syrup coffee
1606,06/10/2023,16:51:04,1,2,Groningen,3.5,Bakery,Pie
1607,06/05/2023,19:51:31,1,3,Breda,3.25,Tea,Chai tea
1608,06/09/2023,09:35:43,1,1,Amsterdam,3.75,Bakery,Sandwich
1609,06/08/2023,18:37:54,6,2,Groningen,3.0,Tea,Black tea
1610,06/08/2023,08:05:37,2,3,Breda,3.5,Tea,Herbal tea
1611,06/07/2023,09:07:12,2,3,Breda,6.3,Coffee,Organic blended coffee
1612,06/10/2023,08:58:56,5,3,Breda,3.15,Tea,Green tea
1613,06/09/2023,10:46:59,1,1,Amsterdam,3.25,Tea,Chai tea
1614,06/10/2023,08:43:51,1,1,Amsterdam,3.25,Tea,Chai tea
1615,06/05/2023,08:36:45,2,2,Groningen,3.5,Tea,Herbal tea
1616,06/09/2023,10:57:35,2,2,Groningen,3.5,Tea,Herbal tea
1617,06/10/2023,16:01:20,1,3,Breda,3.5,Bakery,Pie
1618,06/05/2023,16:31:39,6,2,Groningen,3.0,Bakery,Scone
1619,06/08/2023,11:08:04,1,2,Groningen,6.3,Coffee,Organic blended coffee
1620,06/08/2023,15:24:52,1,1,Amsterdam,3.25,Tea,Chai tea
1621,06/07/2023,06:48:11,1,1,Amsterdam,3.5,Coffee,Milk coffee
1622,06/11/2023,17:21:06,2,2,Groningen,2.0,Coffee,Black coffee
1623,06/09/2023,16:56:54,1,2,Groningen,3.0,Bakery,Scone
1624,06/10/2023,13:09:34,1,3,Breda,4.5,Chocolate,Hot chocolate
1625,06/09/2023,06:30:18,1,2,Groningen,3.75,Bakery,Sandwich
1626,06/07/2023,11:47:25,2,2,Groningen,3.75,Bakery,Sandwich
1627,06/08/2023,14:38:36,1,1,Amsterdam,3.0,Bakery,Scone
1628,06/09/2023,11:03:52,2,1,Amsterdam,3.25,Tea,Chai tea
1629,06/07/2023,09:48:57,1,2,Groningen,2.0,Coffee,Black coffee
1630,06/11/2023,13:42:40,2,3,Breda,2.0,Coffee,Black coffee
1631,06/11/2023,09:07:01,2,3,Breda,2.0,Coffee,Black coffee
1632,06/08/2023,12:55:08,2,1,Amsterdam,3.25,Tea,Chai tea
1633,06/08/2023,17:45:22,2,2,Groningen,3.5,Bakery,Pie
1634,06/10/2023,15:16:11,3,3,Breda,4.5,Chocolate,Hot chocolate
1635,06/06/2023,06:02:47,2,2,Groningen,3.75,Bakery,Sandwich
1636,06/08/2023,10:35:16,2,3,Breda,4.5,Chocolate,Hot chocolate
1637,06/09/2023,08:24:26,1,3,Breda,3.5,Coffee,Milk coffee
1638,06/10/2023,11:54:51,5,1,Amsterdam,3.0,Bakery,Scone
1639,06/09/2023,18:05:48,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1640,06/10/2023,14:26:21,6,3,Breda,3.5,Bakery,Pie
1641,06/08/2023,19:15:07,2,2,Groningen,4.5,Chocolate,Hot chocolate
1642,06/08/2023,09:21:01,1,3,Breda,4.25,Coffee,Syrup coffee
1643,06/11/2023,12:27:15,3,1,Amsterdam,2.0,Coffee,Black coffee
1644,06/05/2023,07:27:42,1,1,Amsterdam,3.0,Bakery,Scone
1645,06/10/2023,15:41:41,6,1,Amsterdam,4.25,Coffee,Syrup coffee
1646,06/10/2023,13:09:15,2,3,Breda,3.15,Tea,Green tea
1647,06/06/2023,10:09:47,2,2,Groningen,3.5,Bakery,Pie
1648,06/10/2023,09:30:32,6,2,Groningen,3.5,Coffee,Milk coffee
1649,06/11/2023,11:48:38,4,2,Groningen,3.75,Bakery,Sandwich
1650,06/06/2023,07:55:23,6,1,Amsterdam,3.5,Coffee,Milk coffee
1651,06/05/2023,14:08:00,2,1,Amsterdam,3.75,Bakery,Sandwich
1652,06/10/2023,12:25:25,4,2,Groningen,4.5,Chocolate,Hot chocolate
1653,06/10/2023,14:22:07,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1654,06/05/2023,13:30:18,1,1,Amsterdam,3.75,Bakery,Sandwich
1655,06/10/2023,12:07:34,2,2,Groningen,3.5,Coffee,Milk coffee
1656,06/08/2023,11:47:14,1,2,Groningen,3.0,Tea,Black tea
1657,06/10/2023,09:30:20,3,1,Amsterdam,3.5,Bakery,Pie
1658,06/10/2023,07:14:47,1,3,Breda,6.3,Coffee,Organic blended coffee
1659,06/09/2023,14:47:11,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1660,06/08/2023,11:03:59,6,2,Groningen,3.5,Bakery,Pie
1661,06/06/2023,12:54:32,1,1,Amsterdam,3.5,Bakery,Pie
1662,06/10/2023,06:49:30,2,3,Breda,6.3,Coffee,Organic blended coffee
1663,06/09/2023,09:16:51,4,2,Groningen,3.0,Bakery,Scone
1664,06/09/2023,08:34:43,2,1,Amsterdam,3.5,Coffee,Milk coffee
1665,06/08/2023,08:36:21,3,2,Groningen,3.0,Tea,Black tea
1666,06/10/2023,10:35:46,1,3,Breda,4.5,Chocolate,Hot chocolate
1667,06/10/2023,09:26:44,4,3,Breda,3.5,Bakery,Pie
1668,06/08/2023,11:38:46,1,2,Groningen,6.3,Coffee,Organic blended coffee
1669,06/11/2023,14:36:59,1,2,Groningen,4.5,Chocolate,Hot chocolate
1670,06/09/2023,08:45:50,2,1,Amsterdam,3.5,Coffee,Milk coffee
1671,06/08/2023,17:27:46,2,1,Amsterdam,3.25,Tea,Chai tea
1672,06/10/2023,15:40:05,2,3,Breda,3.5,Bakery,Pie
1673,06/11/2023,15:49:43,4,3,Breda,3.5,Coffee,Milk coffee
1674,06/09/2023,,1,2,Groningen,4.25,Coffee,Syrup coffee
1675,06/11/2023,17:12:30,2,2,Groningen,3.75,Bakery,Sandwich
1676,06/11/2023,13:36:45,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1677,06/10/2023,13:56:25,1,2,Groningen,3.75,Bakery,Sandwich
1678,06/10/2023,10:52:04,5,2,Groningen,3.5,Bakery,Pie
1679,06/09/2023,16:04:24,1,3,Breda,3.75,Bakery,Sandwich
1680,06/09/2023,06:31:25,,3,Breda,4.5,Chocolate,Hot chocolate
1681,06/10/2023,11:03:44,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1682,06/11/2023,12:39:40,1,3,Breda,4.5,Chocolate,Hot chocolate
1683,06/10/2023,09:13:33,2,1,Amsterdam,3.0,Tea,Black tea
1684,06/05/2023,10:11:00,1,3,Breda,3.25,Tea,Chai tea
1685,06/06/2023,09:17:00,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
1686,06/09/2023,11:43:38,4,3,Breda,3.0,Tea,Black tea
1687,06/10/2023,09:39:44,1,3,Breda,3.5,Coffee,Milk coffee
1688,06/09/2023,12:03:35,1,2,Groningen,4.5,Chocolate,Hot chocolate
1689,06/11/2023,09:29:14,1,3,Breda,3.0,Tea,Black tea
1690,06/10/2023,13:54:40,,1,Amsterdam,6.3,Coffee,Organic blended coffee
1691,06/10/2023,07:31:29,1,1,Amsterdam,3.0,Tea,Black tea
1692,06/11/2023,12:35:28,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1693,06/09/2023,16:59:59,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1694,06/08/2023,10:26:53,1,3,Breda,3.75,Bakery,Sandwich
1695,06/11/2023,09:27:02,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1696,06/11/2023,18:29:47,2,3,Breda,4.5,Chocolate,Hot chocolate
1697,06/09/2023,11:29:19,4,2,Groningen,3.5,Bakery,Pie
1698,06/10/2023,,1,3,Breda,3.0,Tea,Black tea
1699,06/07/2023,16:31:33,1,2,Groningen,3.15,Tea,Green tea
1700,06/08/2023,16:43:59,1,2,Groningen,3.25,Tea,Chai tea
1701,06/11/2023,16:55:47,2,1,Amsterdam,3.5,Bakery,Pie
1702,06/06/2023,12:31:50,1,1,Amsterdam,3.75,Bakery,Sandwich
1703,06/10/2023,10:17:19,3,1,Amsterdam,3.0,Tea,Black tea
1704,06/11/2023,10:11:36,1,2,Groningen,4.5,Chocolate,Hot chocolate
1705,06/10/2023,14:10:46,2,1,Amsterdam,3.5,Tea,Herbal tea
1706,06/09/2023,06:30:48,2,3,Breda,3.5,Coffee,Milk coffee
1707,06/09/2023,16:00:03,5,2,Groningen,3.0,Tea,Black tea
1708,06/10/2023,09:12:50,1,3,Breda,2.0,Coffee,Black coffee
1709,06/09/2023,11:49:25,2,2,Groningen,4.5,Chocolate,Hot chocolate
1710,06/11/2023,11:25:55,1,1,Amsterdam,3.75,Bakery,Sandwich
1711,06/11/2023,,2,3,Breda,4.25,Coffee,Syrup coffee
1712,06/06/2023,09:48:09,2,3,Breda,4.5,Chocolate,Hot chocolate
1713,06/10/2023,11:27:34,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1714,06/08/2023,17:27:50,4,2,Groningen,2.0,Coffee,Black coffee
1715,06/08/2023,08:06:46,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1716,06/06/2023,17:22:35,2,2,Groningen,2.0,Coffee,Black coffee
1717,06/10/2023,09:22:30,1,2,Groningen,3.15,Tea,Green tea
1718,06/09/2023,15:05:55,1,2,Groningen,3.5,Tea,Herbal tea
1719,06/08/2023,12:56:23,2,2,Groningen,3.5,Tea,Herbal tea
1720,06/07/2023,14:55:02,2,2,Groningen,3.15,Tea,Green tea
1721,06/06/2023,07:59:02,2,1,Amsterdam,3.5,Bakery,Pie
1722,06/07/2023,13:48:20,2,3,Breda,3.5,Coffee,Milk coffee
1723,06/10/2023,10:04:38,1,3,Breda,3.5,Bakery,Pie
1724,06/06/2023,13:04:00,2,1,Amsterdam,3.75,Bakery,Sandwich
1725,06/06/2023,08:01:13,1,3,Breda,3.5,Tea,Herbal tea
1726,06/08/2023,17:24:25,1,3,Breda,3.75,Bakery,Sandwich
1727,06/11/2023,19:40:04,1,2,Groningen,4.5,Chocolate,Hot chocolate
1728,06/11/2023,11:22:51,1,3,Breda,3.25,Tea,Chai tea
1729,06/06/2023,16:16:41,2,2,Groningen,2.0,Coffee,Black coffee
1730,06/08/2023,10:17:17,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1731,06/07/2023,13:35:48,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1732,06/09/2023,07:58:34,2,2,Groningen,3.0,Bakery,Scone
1733,06/05/2023,13:51:24,2,3,Breda,3.75,Bakery,Sandwich
1734,06/09/2023,09:34:59,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1735,06/09/2023,18:23:36,2,2,Groningen,3.0,Bakery,Scone
1736,06/10/2023,18:46:58,1,2,Groningen,3.5,Bakery,Pie
1737,06/10/2023,14:44:19,1,1,Amsterdam,3.5,Bakery,Pie
1738,06/09/2023,07:25:38,4,2,Groningen,6.3,Coffee,Organic blended coffee
1739,06/06/2023,10:50:47,2,2,Groningen,3.5,Coffee,Milk coffee
1740,06/07/2023,10:39:12,2,3,Breda,3.75,Bakery,Sandwich
1741,06/08/2023,16:28:00,1,2,Groningen,4.5,Chocolate,Hot chocolate
1742,06/10/2023,14:19:04,6,2,Groningen,3.25,Tea,Chai tea
1743,06/11/2023,17:33:21,3,1,Amsterdam,3.75,Bakery,Sandwich
1744,06/10/2023,14:20:21,2,1,Amsterdam,3.75,Bakery,Sandwich
1745,06/07/2023,16:25:23,1,2,Groningen,3.0,Tea,Black tea
1746,06/06/2023,09:51:52,4,2,Groningen,3.5,Tea,Herbal tea
1747,06/09/2023,11:52:08,2,1,Amsterdam,3.15,Tea,Green tea
1748,06/09/2023,19:45:31,1,2,Groningen,3.5,Bakery,Pie
1749,06/09/2023,07:56:44,2,2,Groningen,3.75,Bakery,Sandwich
1750,06/10/2023,08:06:32,2,3,Breda,2.0,Coffee,Black coffee
1751,06/09/2023,12:20:14,1,1,Amsterdam,3.5,Tea,Herbal tea
1752,06/06/2023,08:00:54,4,2,Groningen,4.25,Coffee,Syrup coffee
1753,06/11/2023,08:08:24,6,2,Groningen,4.25,Coffee,Syrup coffee
1754,06/08/2023,10:13:21,2,3,Breda,2.0,Coffee,Black coffee
1755,06/10/2023,12:43:00,4,1,Amsterdam,4.25,Coffee,Syrup coffee
1756,06/10/2023,16:53:04,2,3,Breda,2.0,Coffee,Black coffee
1757,06/07/2023,13:03:56,1,3,Breda,4.5,Chocolate,Hot chocolate
1758,06/07/2023,12:16:25,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1759,06/07/2023,17:22:55,1,2,Groningen,4.5,Chocolate,Hot chocolate
1760,06/09/2023,09:55:51,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1761,06/08/2023,06:02:16,1,2,Groningen,4.5,Chocolate,Hot chocolate
1762,06/11/2023,17:44:10,1,3,Breda,4.5,Chocolate,Hot chocolate
1763,06/07/2023,08:06:29,1,3,Breda,6.3,Coffee,Organic blended coffee
1764,06/10/2023,15:27:14,1,3,Breda,4.5,Chocolate,Hot chocolate
1765,06/10/2023,16:52:08,1,3,Breda,3.15,Tea,Green tea
1766,06/05/2023,09:25:46,6,2,Groningen,3.0,Bakery,Scone
1767,06/10/2023,08:53:14,2,1,Amsterdam,2.0,Coffee,Black coffee
1768,06/08/2023,08:15:32,1,2,Groningen,2.0,Coffee,Black coffee
1769,06/07/2023,16:52:00,2,2,Groningen,3.5,Coffee,Milk coffee
1770,06/07/2023,17:14:54,1,1,Amsterdam,3.0,Tea,Black tea
1771,06/11/2023,08:25:10,1,2,Groningen,3.25,Tea,Chai tea
1772,06/08/2023,09:05:49,5,3,Breda,3.5,Coffee,Milk coffee
1773,06/10/2023,08:07:43,2,3,Breda,6.3,Coffee,Organic blended coffee
1774,06/11/2023,07:18:57,2,2,Groningen,4.5,Chocolate,Hot chocolate
1775,06/10/2023,09:42:46,1,2,Groningen,3.5,Bakery,Pie
1776,06/11/2023,10:54:32,1,3,Breda,4.5,Chocolate,Hot chocolate
1777,06/11/2023,14:09:57,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1778,06/09/2023,09:54:03,1,2,Groningen,3.25,Tea,Chai tea
1779,06/08/2023,11:38:45,1,1,Amsterdam,3.15,Tea,Green tea
1780,06/09/2023,10:52:32,1,3,Breda,3.15,Tea,Green tea
1781,06/09/2023,17:48:18,2,2,Groningen,4.5,Chocolate,Hot chocolate
1782,06/06/2023,14:14:59,2,2,Groningen,3.5,Coffee,Milk coffee
1783,06/10/2023,11:31:21,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1784,06/10/2023,11:41:12,1,2,Groningen,4.5,Chocolate,Hot chocolate
1785,06/06/2023,,4,3,Breda,3.75,Bakery,Sandwich
1786,06/07/2023,14:54:35,1,1,Amsterdam,3.5,Bakery,Pie
1787,06/07/2023,16:08:20,1,2,Groningen,3.5,Coffee,Milk coffee
1788,06/05/2023,16:14:40,1,2,Groningen,4.25,Coffee,Syrup coffee
1789,06/08/2023,10:53:57,1,3,Breda,3.5,Tea,Herbal tea
1790,06/09/2023,12:33:29,3,3,Breda,3.0,Bakery,Scone
1791,06/11/2023,18:34:09,1,2,Groningen,4.5,Chocolate,Hot chocolate
1792,06/08/2023,10:57:05,,1,Amsterdam,3.0,Tea,Black tea
1793,06/09/2023,16:17:35,2,3,Breda,3.75,Bakery,Sandwich
1794,06/08/2023,08:30:34,1,3,Breda,3.5,Tea,Herbal tea
1795,06/07/2023,09:24:10,,2,Groningen,4.25,Coffee,Syrup coffee
1796,06/08/2023,14:34:20,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1797,06/06/2023,14:34:17,1,3,Breda,3.5,Tea,Herbal tea
1798,06/08/2023,14:35:33,1,1,Amsterdam,3.5,Bakery,Pie
1799,06/07/2023,11:41:59,2,2,Groningen,4.5,Chocolate,Hot chocolate
1800,06/11/2023,13:14:48,2,1,Amsterdam,3.25,Tea,Chai tea
1801,06/05/2023,06:24:36,1,2,Groningen,4.5,Chocolate,Hot chocolate
1802,06/07/2023,06:47:25,1,2,Groningen,6.3,Coffee,Organic blended coffee
1803,06/08/2023,14:45:21,1,1,Amsterdam,3.15,Tea,Green tea
1804,06/10/2023,06:24:25,3,2,Groningen,6.3,Coffee,Organic blended coffee
1805,06/09/2023,16:43:45,1,2,Groningen,4.5,Chocolate,Hot chocolate
1806,06/08/2023,09:30:02,2,3,Breda,3.5,Coffee,Milk coffee
1807,06/09/2023,08:54:18,4,3,Breda,4.25,Coffee,Syrup coffee
1808,06/07/2023,15:53:37,1,3,Breda,4.25,Coffee,Syrup coffee
1809,06/11/2023,08:39:10,1,2,Groningen,4.5,Chocolate,Hot chocolate
1810,06/07/2023,12:31:19,2,2,Groningen,3.5,Bakery,Pie
1811,06/11/2023,10:17:15,2,3,Breda,3.0,Bakery,Scone
1812,06/06/2023,11:14:47,1,2,Groningen,3.15,Tea,Green tea
1813,06/11/2023,19:46:04,1,3,Breda,4.25,Coffee,Syrup coffee
1814,06/10/2023,14:56:14,2,2,Groningen,4.5,Chocolate,Hot chocolate
1815,06/08/2023,10:28:10,1,1,Amsterdam,3.75,Bakery,Sandwich
1816,06/07/2023,15:11:21,1,2,Groningen,3.5,Bakery,Pie
1817,06/08/2023,09:32:12,4,3,Breda,3.15,Tea,Green tea
1818,06/07/2023,15:26:14,1,2,Groningen,4.5,Chocolate,Hot chocolate
1819,06/06/2023,17:01:20,2,2,Groningen,3.0,Tea,Black tea
1820,06/08/2023,08:19:29,2,2,Groningen,4.5,Chocolate,Hot chocolate
1821,06/10/2023,12:01:06,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1822,06/11/2023,06:44:35,3,2,Groningen,3.5,Tea,Herbal tea
